Asset_Identifier,Asset_Popularity_With_Funds,Asset_Risk_Type,Asset_Marketing_Proportion_Index,Asset_Category,Asset_Type,Asset_Type_ID,Asset_Price,Office_Establishment_Year,Office_Scale,Office_Location_Type,Office_Type,Office_Year,Office_Identifier,Office_ID,Asset_Office_Sales
FDT52,9.695,1,0.047697859,5,Bonds,1,244.6144,2007,2,1,1,6,OFF017,2,2695.1584
FDT04,17.25,0,0.10764721,5,Bonds,1,39.3822,2007,2,1,1,6,OFF017,2,314.2576
FDO58,19.6,0,0.039577173,13,Bonds,1,166.1526,1997,2,0,1,16,OFF046,8,2960.1468
FDR60,14.3,0,0.130415118,0,Bonds,1,75.9328,1997,2,0,1,16,OFF046,8,1158.492
NCL54,12.6,0,0.082921642,9,Private Equity,2,175.2054,2002,2,1,1,11,OFF045,7,3502.108
FDW50,13.1,0,0.075515154,4,Bonds,1,167.2158,1987,0,2,1,26,OFF013,1,3008.0844
FDK43,9.8,0,0.046994717,10,Bonds,1,125.802,1985,2,0,0,28,OFF019,4,253.004
FDQ32,17.85,1,0.04679836,6,Bonds,1,123.8388,2009,1,2,2,4,OFF018,3,866.8716
FDE29,8.905,0,0.143129124,5,Bonds,1,58.8878,1997,2,0,1,16,OFF046,8,1151.1682
NCN07,18.5,0,0.034013539,11,Private Equity,2,133.2284,2002,2,1,1,11,OFF045,7,2768.3964
FDB37,20.25,1,0.022921735,0,Bonds,1,240.7538,1987,0,2,1,26,OFF013,1,3364.9532
FDD21,10.3,1,0.030616757,6,Bonds,1,112.7176,1999,1,0,1,14,OFF049,9,343.5528
FDX16,17.85,0,0.06575528,5,Bonds,1,151.505,1987,0,2,1,26,OFF013,1,2546.685
FDN46,7.21,1,0.144856342,13,Bonds,1,100.5332,1999,1,0,1,14,OFF049,9,1127.8652
FDV28,16.1,1,0.267352587,5,Bonds,1,34.9558,1998,2,2,0,15,OFF010,0,67.9116
FDR48,11.65,0,0.130867413,0,Bonds,1,150.8024,1985,1,2,3,28,OFF027,5,4402.2696
FDW37,19.2,0,0.123449671,3,Bonds,1,89.7488,1985,1,2,3,28,OFF027,5,1901.5248
FDV40,17.35,0,0.014689006,5,Bonds,1,74.5038,2004,2,1,1,9,OFF035,6,739.038
FDZ57,10.0,1,0.037918142,13,Bonds,1,129.6994,2009,1,2,2,4,OFF018,3,1413.4934
FDY46,18.6,0,0.047964395,13,Bonds,1,185.0898,1999,1,0,1,14,OFF049,9,2993.4368
FDX45,16.75,0,0.105018817,13,Bonds,1,155.263,1999,1,0,1,14,OFF049,9,1721.093
FDB33,17.75,0,0.014577412,6,Bonds,1,160.7262,2004,2,1,1,9,OFF035,6,2864.2716
FDT58,9.0,0,0.143870574,13,Bonds,1,169.4816,1998,2,2,0,15,OFF010,0,503.3448
FDM39,6.42,0,0.053553794,4,Bonds,1,178.6002,1999,1,0,1,14,OFF049,9,3582.004
NCY41,16.75,0,0.075889215,8,Private Equity,2,37.6532,2002,2,1,1,11,OFF045,7,575.2512
NCL31,7.39,0,0.120280989,11,Private Equity,2,142.747,1997,2,0,1,16,OFF046,8,3149.234
NCJ31,19.2,0,0.182653772,11,Private Equity,2,243.0196,1997,2,0,1,16,OFF046,8,3374.2744
FDO23,17.85,0,0.25637539,1,Bonds,1,94.8436,1985,2,0,0,28,OFF019,4,567.2616
FDN56,5.46,1,0.107036943,6,Bonds,1,144.2786,2004,2,1,1,9,OFF035,6,288.9572
FDF04,17.5,0,0.015125422,5,Bonds,1,258.3304,1987,0,2,1,26,OFF013,1,3358.2952
FDJ44,12.3,1,0.106238768,6,Bonds,1,176.1396,1987,0,2,1,26,OFF013,1,3663.2316
FDS50,17.0,0,0.055545797,4,Bonds,1,220.5114,2002,2,1,1,11,OFF045,7,5321.0736
NCQ41,14.8,0,0.019386057,8,Private Equity,2,194.5794,1985,1,2,3,28,OFF027,5,3511.4292
FDA49,19.7,0,0.064921764,3,Bonds,1,88.1198,1997,2,0,1,16,OFF046,8,1744.396
NCZ06,19.6,0,0.094694278,9,Private Equity,2,254.9698,2007,2,1,1,6,OFF017,2,2536.698
NCM43,14.5,0,0.019554705,11,Private Equity,2,162.421,2009,1,2,2,4,OFF018,3,1957.452
FDH19,19.35,0,0.033060937,10,Bonds,1,172.4738,1987,0,2,1,26,OFF013,1,1911.5118
FDS15,9.195,1,0.078181964,10,Bonds,1,106.7596,1999,1,0,1,14,OFF049,9,4098.6648
FDO50,16.25,0,0.078088226,3,Bonds,1,90.2804,2009,1,2,2,4,OFF018,3,1653.8472
FDJ20,20.7,1,0.100583009,6,Bonds,1,123.5388,2009,1,2,2,4,OFF018,3,1981.4208
NCI31,20.0,0,0.136124989,11,Private Equity,2,38.319,1998,2,2,0,15,OFF010,0,146.476
FDU20,19.35,1,0.021353642,6,Bonds,1,122.1098,1985,1,2,3,28,OFF027,5,3374.2744
DRK13,11.8,0,0.115167579,14,ETF,0,199.8084,1997,2,0,1,16,OFF046,8,2380.9008
DRJ24,11.8,0,0.113559058,14,ETF,0,184.2924,2002,2,1,1,11,OFF045,7,1850.924
FDI20,19.1,0,0.038641968,6,Bonds,1,212.1586,2002,2,1,1,11,OFF045,7,5909.6408
FDF10,15.5,1,0.157246634,13,Bonds,1,145.6418,2002,2,1,1,11,OFF045,7,2207.127
FDQ45,9.5,1,0.010917052,13,Bonds,1,185.3608,1997,2,0,1,16,OFF046,8,2021.3688
FDQ10,12.85,0,0.033172957,13,Bonds,1,172.0422,2004,2,1,1,9,OFF035,6,5345.7082
FDM36,11.65,1,0.058719726,0,Bonds,1,171.1422,2004,2,1,1,9,OFF035,6,2931.5174
FDN12,15.6,0,0.090238999,0,Bonds,1,111.8544,2009,1,2,2,4,OFF018,3,1454.1072
FDD50,18.85,0,0.141524348,3,Bonds,1,168.4132,1987,0,2,1,26,OFF013,1,2874.9244
FDG17,6.865,1,0.035895934,5,Bonds,1,244.4486,1999,1,0,1,14,OFF049,9,6353.0636
FDY58,11.65,0,0.039980644,13,Bonds,1,227.3694,1999,1,0,1,14,OFF049,9,4567.388
NCK29,5.615,0,0.142873228,8,Private Equity,2,123.473,1985,2,0,0,28,OFF019,4,369.519
FDM32,20.5,0,0.020627296,6,Bonds,1,90.883,1998,2,2,0,15,OFF010,0,89.883
FDL46,20.35,0,0.054056927,13,Bonds,1,116.8466,1997,2,0,1,16,OFF046,8,2356.932
FDC51,10.895,1,0.009636821,4,Bonds,1,121.873,1999,1,0,1,14,OFF049,9,2463.46
FDF16,7.3,0,0.086266286,5,Bonds,1,147.2076,1999,1,0,1,14,OFF049,9,1921.4988
NCV54,11.1,0,0.033081389,9,Private Equity,2,116.5124,1987,0,2,1,26,OFF013,1,1066.6116
FDE35,7.06,1,0.043989429,15,Bonds,1,60.2904,2002,2,1,1,11,OFF045,7,644.4944
FDA23,9.8,0,0.047178116,0,Bonds,1,99.4016,2004,2,1,1,9,OFF035,6,2428.8384
FDI46,9.5,0,0.074496043,13,Bonds,1,251.9724,2002,2,1,1,11,OFF045,7,2516.724
FDZ21,17.6,1,0.039189221,13,Bonds,1,97.341,1987,0,2,1,26,OFF013,1,965.41
DRK13,11.8,0,0.115819014,14,ETF,0,198.3084,2007,2,1,1,6,OFF017,2,4563.3932
FDX36,9.695,1,0.129008866,0,Bonds,1,226.9404,2007,2,1,1,6,OFF017,2,2700.4848
FDY22,16.5,1,0.160371305,13,Bonds,1,143.9128,2009,1,2,2,4,OFF018,3,1581.9408
FDR32,6.78,1,0.085392428,6,Bonds,1,226.7694,1985,1,2,3,28,OFF027,5,6165.9738
DRF25,9.0,0,0.038925251,14,ETF,0,34.919,1997,2,0,1,16,OFF046,8,476.047
FDK20,12.6,1,0.041557653,6,Bonds,1,124.5072,1997,2,0,1,16,OFF046,8,2450.144
DRI11,8.26,0,0.060237465,7,ETF,0,115.9834,1985,2,0,0,28,OFF019,4,345.5502
FDH05,14.35,1,0.091098018,5,Bonds,1,233.5984,2002,2,1,1,11,OFF045,7,1853.5872
FDA46,13.6,0,0.117874024,13,Bonds,1,193.6136,2002,2,1,1,11,OFF045,7,4471.5128
DRD24,13.85,0,0.030795085,14,ETF,0,143.3154,1997,2,0,1,16,OFF046,8,1985.4156
FDL39,16.1,1,0.063689583,4,Bonds,1,181.9318,2007,2,1,1,6,OFF017,2,5954.2494
FDD52,18.25,1,0.184041545,4,Bonds,1,110.157,2009,1,2,2,4,OFF018,3,1867.569
FDR55,12.15,1,0.13283066,6,Bonds,1,190.6872,2007,2,1,1,6,OFF017,2,2269.0464
DRI13,15.35,0,0.020441939,14,ETF,0,216.4508,2007,2,1,1,6,OFF017,2,5426.27
FDG31,12.15,0,0.037712875,10,Bonds,1,64.4826,1985,1,2,3,28,OFF027,5,2518.7214
FDP04,15.35,0,0.013840784,5,Bonds,1,65.2168,2002,2,1,1,11,OFF045,7,958.752
FDH35,18.25,0,0.060198496,15,Bonds,1,162.9526,1987,0,2,1,26,OFF013,1,1151.1682
NCB42,11.8,0,0.008559557,8,Private Equity,2,117.2492,2004,2,1,1,9,OFF035,6,2432.8332
FDQ14,9.27,0,0.061883353,4,Bonds,1,147.905,1999,1,0,1,14,OFF049,9,1647.855
FDI19,15.1,0,0.052085615,10,Bonds,1,242.8512,1985,1,2,3,28,OFF027,5,5816.4288
FDJ55,12.8,1,0.039385992,10,Bonds,1,224.8404,1998,2,2,0,15,OFF010,0,1575.2828
DRN59,15.0,0,0.064241345,7,ETF,0,45.206,1999,1,0,1,14,OFF049,9,792.302
NCR06,12.5,0,0.006759519,9,Private Equity,2,42.8112,1987,0,2,1,26,OFF013,1,639.168
NCF42,17.35,0,0.167243769,9,Private Equity,2,176.2712,1987,0,2,1,26,OFF013,1,2988.1104
FDG24,7.975,0,0.01469075,0,Bonds,1,84.725,2009,1,2,2,4,OFF018,3,1747.725
FDB58,10.5,1,0.013551445,13,Bonds,1,142.0154,2009,1,2,2,4,OFF018,3,2410.8618
FDQ56,6.59,0,0.105085956,6,Bonds,1,82.3908,1985,1,2,3,28,OFF027,5,3691.1952
NCV41,14.35,0,0.017038777,8,Private Equity,2,112.5228,1997,2,0,1,16,OFF046,8,1989.4104
FDW19,12.35,1,0.038718195,6,Bonds,1,110.657,2007,2,1,1,6,OFF017,2,2087.283
FDO56,10.195,1,0.075291577,6,Bonds,1,119.1808,1998,2,2,0,15,OFF010,0,351.5424
FDI41,18.5,1,0.068969436,5,Bonds,1,148.7418,2002,2,1,1,11,OFF045,7,2501.4106
FDN10,11.5,0,0.046154394,13,Bonds,1,119.5124,2009,1,2,2,4,OFF018,3,829.5868
FDY20,12.5,1,0.082085787,6,Bonds,1,92.2488,2009,1,2,2,4,OFF018,3,1358.232
DRM37,15.35,0,0.095931002,14,ETF,0,198.5768,1985,1,2,3,28,OFF027,5,6897.688
FDV34,10.695,1,0.011448629,13,Bonds,1,72.9038,2002,2,1,1,11,OFF045,7,1034.6532
NCX18,14.15,0,0.00879232,9,Private Equity,2,195.011,2004,2,1,1,9,OFF035,6,1964.11
FDY10,17.6,0,0.049167388,13,Bonds,1,114.9176,2002,2,1,1,11,OFF045,7,1946.7992
NCZ17,12.15,0,0.079046992,8,Private Equity,2,39.8506,1985,1,2,3,28,OFF027,5,1480.0734
FDT12,6.215,1,0.049580407,0,Bonds,1,227.4062,1987,0,2,1,26,OFF013,1,5191.2426
FDD57,18.1,0,0.022399592,6,Bonds,1,96.0094,1997,2,0,1,16,OFF046,8,1808.9786
FDK45,11.65,0,0.033926852,12,Bonds,1,111.586,2002,2,1,1,11,OFF045,7,3395.58
FDJ57,7.42,1,0.021617397,12,Bonds,1,185.0582,2002,2,1,1,11,OFF045,7,5201.2296
NCI31,20.0,0,0.0814536,11,Private Equity,2,36.819,1999,1,0,1,14,OFF049,9,768.999
FDZ48,17.75,0,0.07607772,0,Bonds,1,112.4544,1999,1,0,1,14,OFF049,9,2348.9424
FDI16,14.0,1,0.135775701,5,Bonds,1,54.564,1997,2,0,1,16,OFF046,8,1597.92
FDZ31,15.35,1,0.113190106,6,Bonds,1,193.0504,1999,1,0,1,14,OFF049,9,2492.7552
DRG15,6.13,0,0.076891526,4,ETF,0,61.5536,2002,2,1,1,11,OFF045,7,796.2968
FDX36,9.695,1,0.128543405,0,Bonds,1,226.5404,2002,2,1,1,11,OFF045,7,4500.808
FDD40,20.25,1,0.014793357,4,Bonds,1,191.5162,1997,2,0,1,16,OFF046,8,3078.6592
FDA04,11.3,1,0.066406853,5,Bonds,1,259.7962,1985,1,2,3,28,OFF027,5,5697.9164
FDL21,15.85,1,0.007140468,13,Bonds,1,40.848,1987,0,2,1,26,OFF013,1,679.116
FDS21,19.85,1,0.020858779,13,Bonds,1,62.8194,1987,0,2,1,26,OFF013,1,928.791
DRF23,4.61,0,0.123346085,7,ETF,0,172.5396,2007,2,1,1,6,OFF017,2,3663.2316
FDM46,7.365,0,0.159937597,13,Bonds,1,93.912,2004,2,1,1,9,OFF035,6,1304.968
DRG49,7.81,0,0.067128641,14,ETF,0,242.8486,1985,1,2,3,28,OFF027,5,3420.8804
FDG26,18.85,0,0.042736348,3,Bonds,1,255.933,2002,2,1,1,11,OFF045,7,3844.995
FDR51,9.035,1,0.172629683,10,Bonds,1,148.4708,1985,1,2,3,28,OFF027,5,3761.77
FDV39,11.3,0,0.007278512,10,Bonds,1,196.7426,2004,2,1,1,9,OFF035,6,2768.3964
FDC39,7.405,0,0.159357398,4,Bonds,1,205.7296,2007,2,1,1,6,OFF017,2,4570.0512
FDP45,15.7,1,0.03079807,13,Bonds,1,252.9724,2007,2,1,1,6,OFF017,2,3020.0688
FDC56,7.72,0,0.12152072,6,Bonds,1,118.244,1997,2,0,1,16,OFF046,8,958.752
FDK38,6.65,0,0.053591345,3,Bonds,1,149.7734,2007,2,1,1,6,OFF017,2,2375.5744
NCJ29,10.6,0,0.035163639,8,Private Equity,2,84.4224,1987,0,2,1,26,OFF013,1,852.224
NCF19,13.0,0,0.061470858,9,Private Equity,2,48.6034,1985,2,0,0,28,OFF019,4,145.8102
FDG59,15.85,0,0.043226398,15,Bonds,1,37.5164,2004,2,1,1,9,OFF035,6,270.3148
FDE59,12.15,0,0.062640143,15,Bonds,1,36.6532,2007,2,1,1,6,OFF017,2,251.6724
FDB04,11.35,1,0.06358394,4,Bonds,1,89.4856,2007,2,1,1,6,OFF017,2,1142.5128
NCK05,20.1,0,0.077389797,8,Private Equity,2,60.8536,1987,0,2,1,26,OFF013,1,1347.5792
FDR03,15.7,1,0.00878535,10,Bonds,1,204.998,2007,2,1,1,6,OFF017,2,5366.348
FDQ03,15.0,1,0.136592891,10,Bonds,1,238.0248,1985,2,0,0,28,OFF019,4,711.0744
FDC59,16.7,1,0.054937907,15,Bonds,1,64.2168,2007,2,1,1,6,OFF017,2,1661.8368
DRB13,6.115,1,0.007084185,14,ETF,0,191.153,2007,2,1,1,6,OFF017,2,3415.554
NCE54,20.7,0,0.027052013,9,Private Equity,2,73.9354,2007,2,1,1,6,OFF017,2,1655.1788
FDC10,9.8,1,0.072863893,13,Bonds,1,118.6098,2004,2,1,1,9,OFF035,6,843.5686
FDR46,16.85,0,0.244102315,13,Bonds,1,148.076,1985,2,0,0,28,OFF019,4,146.476
FDA10,20.35,0,0.141789197,13,Bonds,1,121.9072,2004,2,1,1,9,OFF035,6,1347.5792
FDP23,6.71,0,0.035414528,1,Bonds,1,218.2166,1985,1,2,3,28,OFF027,5,3701.1822
FDJ41,6.85,0,0.022864238,5,Bonds,1,260.0594,1987,0,2,1,26,OFF013,1,6018.1662
FDL46,20.35,0,0.054011943,13,Bonds,1,116.5466,1987,0,2,1,26,OFF013,1,1885.5456
FDX33,9.195,1,0.117462619,13,Bonds,1,158.9578,2004,2,1,1,9,OFF035,6,2246.4092
NCL29,9.695,0,0.11411658,8,Private Equity,2,158.8604,1999,1,0,1,14,OFF049,9,4436.8912
FDE16,8.895,0,0.046124444,5,Bonds,1,206.7954,1985,2,0,0,28,OFF019,4,833.5816
FDM57,11.65,1,0.075849167,13,Bonds,1,85.1908,1997,2,0,1,16,OFF046,8,2181.1608
FDZ36,6.035,1,0.065729039,0,Bonds,1,188.324,1987,0,2,1,26,OFF013,1,1491.392
NCW42,18.2,0,0.097865088,9,Private Equity,2,221.8456,1998,2,2,0,15,OFF010,0,884.1824
NCI54,15.2,0,0.058827583,9,Private Equity,2,110.4912,1985,2,0,0,28,OFF019,4,436.7648
DRK01,7.63,0,0.061313057,14,ETF,0,93.3436,2009,1,2,2,4,OFF018,3,1323.6104
FDX10,6.385,1,0.123961415,13,Bonds,1,33.2874,2002,2,1,1,11,OFF045,7,141.1496
FDO46,9.6,1,0.014270394,13,Bonds,1,187.3872,2009,1,2,2,4,OFF018,3,2647.2208
FDD16,20.5,0,0.060847634,5,Bonds,1,75.0696,1998,2,2,0,15,OFF010,0,149.1392
FDZ20,16.1,0,0.037649503,6,Bonds,1,253.0356,1985,1,2,3,28,OFF027,5,11445.102
NCI18,18.35,0,0.014103354,9,Private Equity,2,225.4746,2007,2,1,1,6,OFF017,2,1346.2476
DRI25,19.6,0,0.033901442,14,ETF,0,56.2614,1997,2,0,1,16,OFF046,8,773.6596
FDY44,14.15,1,0.024454052,6,Bonds,1,197.211,2002,2,1,1,11,OFF045,7,3731.809
FDW38,5.325,1,0.15750393,4,Bonds,1,55.9298,1985,2,0,0,28,OFF019,4,107.8596
FDY33,14.5,1,0.096730427,13,Bonds,1,159.0262,1985,1,2,3,28,OFF027,5,5887.6694
DRH51,17.6,0,0.097198194,4,ETF,0,89.8856,2004,2,1,1,9,OFF035,6,351.5424
FDT32,19.0,1,0.066005186,6,Bonds,1,188.4214,2007,2,1,1,6,OFF017,2,2826.321
FDI50,8.42,1,0.030890618,3,Bonds,1,228.7352,1999,1,0,1,14,OFF049,9,5954.9152
FDB60,9.3,0,0.028498354,0,Bonds,1,195.8136,1987,0,2,1,26,OFF013,1,2332.9632
FDP09,19.75,0,0.033883448,13,Bonds,1,213.2902,2004,2,1,1,9,OFF035,6,4247.804
FDA20,6.78,0,0.066565644,6,Bonds,1,185.324,1987,0,2,1,26,OFF013,1,3914.904
NCX05,15.2,0,0.169943195,8,Private Equity,2,116.2492,1985,2,0,0,28,OFF019,4,115.8492
DRF37,17.25,0,0.084516245,14,ETF,0,263.591,2002,2,1,1,11,OFF045,7,788.973
FDJ26,15.3,1,0.084765192,3,Bonds,1,215.0218,1997,2,0,1,16,OFF046,8,1923.4962
FDZ25,15.7,1,0.027617046,3,Bonds,1,168.279,1997,2,0,1,16,OFF046,8,4074.696
FDZ58,17.85,0,0.052166995,13,Bonds,1,121.7072,2004,2,1,1,9,OFF035,6,2817.6656
FDZ50,12.8,1,0.079523619,4,Bonds,1,184.2608,1985,1,2,3,28,OFF027,5,6064.1064
NCG18,15.3,0,0.038460297,9,Private Equity,2,104.0332,1998,2,2,0,15,OFF010,0,205.0664
FDZ56,16.25,0,0.025789175,6,Bonds,1,166.9474,2002,2,1,1,11,OFF045,7,2863.6058
FDH50,15.0,1,0.161301097,3,Bonds,1,185.1266,1987,0,2,1,26,OFF013,1,2213.1192
DRO35,13.85,0,0.034640466,7,ETF,0,116.1492,2002,2,1,1,11,OFF045,7,1274.3412
DRH51,17.6,0,0.115478817,4,ETF,0,89.1856,1985,1,2,3,28,OFF027,5,2109.2544
FDS19,13.8,1,0.064307102,6,Bonds,1,77.3012,1999,1,0,1,14,OFF049,9,1593.9252
NCM06,7.475,0,0.076036381,9,Private Equity,2,153.9656,2009,1,2,2,4,OFF018,3,2625.9152
FDP52,18.7,1,0.071091591,5,Bonds,1,228.601,2007,2,1,1,6,OFF017,2,4823.721
FDK02,12.5,0,0.187841082,3,Bonds,1,119.244,1998,2,2,0,15,OFF010,0,119.844
FDG59,15.85,0,0.043234574,15,Bonds,1,38.3164,1997,2,0,1,16,OFF046,8,540.6296
FDN20,19.35,0,0.026055106,6,Bonds,1,169.5474,1985,1,2,3,28,OFF027,5,4211.185
FDO57,20.75,0,0.109153001,13,Bonds,1,161.3578,2009,1,2,2,4,OFF018,3,4492.8184
NCJ30,5.82,0,0.08062523,9,Private Equity,2,168.379,2004,2,1,1,9,OFF035,6,1188.453
FDQ31,5.785,1,0.0901292,6,Bonds,1,89.8856,1998,2,2,0,15,OFF010,0,175.7712
FDC05,13.1,1,0.098938169,5,Bonds,1,195.7768,1999,1,0,1,14,OFF049,9,4138.6128
FDM08,10.1,1,0.059682492,6,Bonds,1,225.1088,1987,0,2,1,26,OFF013,1,3579.3408
NCA41,16.75,0,0.032580547,8,Private Equity,2,192.1162,2004,2,1,1,9,OFF035,6,3848.324
FDK15,10.8,0,0.097937252,10,Bonds,1,98.9042,1985,1,2,3,28,OFF027,5,4960.21
FDX56,17.1,1,0.085157578,6,Bonds,1,208.5638,1999,1,0,1,14,OFF049,9,5383.6588
FDT21,7.42,0,0.020391845,13,Bonds,1,248.9092,1997,2,0,1,16,OFF046,8,2241.0828
FDQ46,7.51,0,0.103813029,13,Bonds,1,113.7544,1997,2,0,1,16,OFF046,8,671.1264
FDS01,11.6,0,0.031069203,3,Bonds,1,179.6686,1985,2,0,0,28,OFF019,4,177.7686
FDW34,9.6,0,0.062294473,13,Bonds,1,242.417,1985,2,0,0,28,OFF019,4,486.034
FDX07,19.2,1,0.022914478,6,Bonds,1,181.195,2004,2,1,1,9,OFF035,6,2380.235
FDN13,18.6,0,0.152058281,2,Bonds,1,99.9358,1997,2,0,1,16,OFF046,8,201.0716
NCP02,7.105,0,0.044991294,9,Private Equity,2,59.2562,2009,1,2,2,4,OFF018,3,651.8182
FDT48,4.92,0,0.046214971,0,Bonds,1,199.8084,2007,2,1,1,6,OFF017,2,3968.168
FDZ49,11.0,1,0.13312044,3,Bonds,1,221.5798,2004,2,1,1,9,OFF035,6,4187.2162
NCJ17,7.68,0,0.255348289,8,Private Equity,2,84.4224,1998,2,2,0,15,OFF010,0,170.4448
FDB17,13.15,0,0.036879539,5,Bonds,1,181.3976,2007,2,1,1,6,OFF017,2,3078.6592
FDP48,7.52,1,0.044202545,0,Bonds,1,182.995,2009,1,2,2,4,OFF018,3,4394.28
FDI53,8.895,1,0.137858955,5,Bonds,1,162.1236,1999,1,0,1,14,OFF049,9,2577.9776
FDW02,4.805,1,0.037668051,4,Bonds,1,126.7704,1987,0,2,1,26,OFF013,1,2628.5784
FDL20,17.1,0,0.224837308,6,Bonds,1,112.7886,1985,2,0,0,28,OFF019,4,222.3772
FDV32,7.785,0,0.089069748,6,Bonds,1,62.751,2009,1,2,2,4,OFF018,3,1707.777
FDG38,8.975,1,0.053027398,3,Bonds,1,86.0224,2007,2,1,1,6,OFF017,2,1278.336
NCB31,6.235,0,0.118099673,9,Private Equity,2,262.891,1985,1,2,3,28,OFF027,5,5522.811
FDF52,9.3,0,0.078691241,5,Bonds,1,182.9292,2007,2,1,1,6,OFF017,2,4013.4424
FDB15,10.895,0,0.137023446,4,Bonds,1,263.7568,1999,1,0,1,14,OFF049,9,7646.0472
FDO48,15.0,1,0.026950104,0,Bonds,1,220.9456,2009,1,2,2,4,OFF018,3,1768.3648
NCR53,12.15,0,0.179375822,8,Private Equity,2,224.4404,2009,1,2,2,4,OFF018,3,5626.01
FDF56,16.7,1,0.119362812,6,Bonds,1,180.3976,1987,0,2,1,26,OFF013,1,3078.6592
FDL57,15.1,1,0.067350054,13,Bonds,1,257.3304,2009,1,2,2,4,OFF018,3,3874.956
NCC31,8.02,0,0.024342381,9,Private Equity,2,157.7972,1987,0,2,1,26,OFF013,1,1713.7692
FDE33,19.35,1,0.049712775,6,Bonds,1,78.2644,1999,1,0,1,14,OFF049,9,1492.7236
FDV52,20.7,1,0.122208091,5,Bonds,1,119.7466,2007,2,1,1,6,OFF017,2,4006.7844
FDR46,16.85,0,0.138742518,13,Bonds,1,147.476,1985,1,2,3,28,OFF027,5,3368.948
DRE12,4.59,0,0.070780558,14,ETF,0,114.586,1997,2,0,1,16,OFF046,8,1245.046
FDD57,18.1,0,0.037492325,6,Bonds,1,95.5094,1998,2,2,0,15,OFF010,0,95.2094
NCS41,12.85,0,0.053527105,8,Private Equity,2,185.1608,1999,1,0,1,14,OFF049,9,2388.8904
NCY41,16.75,0,0.076164013,8,Private Equity,2,34.0532,2007,2,1,1,6,OFF017,2,575.2512
FDV22,14.85,1,0.009995002,13,Bonds,1,154.463,2007,2,1,1,6,OFF017,2,3755.112
FDF12,8.235,0,0.08259502,0,Bonds,1,149.1076,2002,2,1,1,11,OFF045,7,1182.4608
FDM13,6.425,0,0.063122753,2,Bonds,1,131.3626,1987,0,2,1,26,OFF013,1,262.3252
FDQ56,6.59,0,0.105597316,6,Bonds,1,83.4908,1997,2,0,1,16,OFF046,8,1342.2528
FDW55,12.6,1,0.021863506,6,Bonds,1,247.0092,1985,1,2,3,28,OFF027,5,5478.2024
NCT29,12.6,0,0.063800266,8,Private Equity,2,123.0414,1985,1,2,3,28,OFF027,5,4629.9732
NCX42,6.36,0,0.006012413,9,Private Equity,2,163.0526,2007,2,1,1,6,OFF017,2,1644.526
FDR24,17.35,1,0.063207198,0,Bonds,1,89.383,2007,2,1,1,6,OFF017,2,1258.362
NCS42,8.6,0,0.069809115,9,Private Equity,2,90.5146,2007,2,1,1,6,OFF017,2,729.7168
FDL40,17.7,0,0.011660463,5,Bonds,1,96.541,2009,1,2,2,4,OFF018,3,2220.443
FDD47,7.6,1,0.142410775,15,Bonds,1,171.9448,1997,2,0,1,16,OFF046,8,3749.7856
DRE03,19.6,0,0.024226902,4,ETF,0,48.7718,1997,2,0,1,16,OFF046,8,236.359
NCM18,13.0,0,0.082440705,9,Private Equity,2,61.3194,1985,1,2,3,28,OFF027,5,2043.3402
FDF52,9.3,0,0.066918731,5,Bonds,1,184.2292,2002,2,1,1,11,OFF045,7,1641.8628
NCG43,20.2,0,0.074390007,9,Private Equity,2,91.4462,2002,2,1,1,11,OFF045,7,1943.4702
FDE20,11.35,1,0.005530516,6,Bonds,1,171.179,1997,2,0,1,16,OFF046,8,4923.591
FDI33,16.5,0,0.028579565,13,Bonds,1,90.3146,2007,2,1,1,6,OFF017,2,2554.0088
NCT06,17.1,0,0.038705317,9,Private Equity,2,165.0842,1987,0,2,1,26,OFF013,1,2320.9788
FDY24,4.88,1,0.156140031,0,Bonds,1,53.1298,2004,2,1,1,9,OFF035,6,808.947
FDZ33,10.195,0,0.108004532,13,Bonds,1,148.7076,2007,2,1,1,6,OFF017,2,1330.2684
FDJ55,12.8,1,0.023626808,10,Bonds,1,223.2404,2009,1,2,2,4,OFF018,3,2475.4444
FDE45,12.1,0,0.070660449,6,Bonds,1,180.4002,1985,2,0,0,28,OFF019,4,716.4008
FDD44,8.05,1,0.078719835,6,Bonds,1,258.5646,2009,1,2,2,4,OFF018,3,3091.9752
FDD10,20.6,1,0.046208155,13,Bonds,1,178.0344,2009,1,2,2,4,OFF018,3,1605.9096
FDA39,6.32,0,0.012769753,10,Bonds,1,39.9822,2009,1,2,2,4,OFF018,3,78.5644
FDB36,5.465,1,0.048486801,0,Bonds,1,131.2626,1987,0,2,1,26,OFF013,1,3410.2276
FDK52,18.25,0,0.132596101,5,Bonds,1,226.2062,1998,2,2,0,15,OFF010,0,677.1186
FDJ36,14.5,1,0.128459481,0,Bonds,1,102.0332,1999,1,0,1,14,OFF049,9,2050.664
NCB55,15.7,0,0.161317495,9,Private Equity,2,57.5562,2009,1,2,2,4,OFF018,3,829.5868
NCK18,9.6,0,0.011211251,9,Private Equity,2,166.9184,1998,2,2,0,15,OFF010,0,660.4736
FDX27,20.7,1,0.114294512,4,Bonds,1,94.9436,1999,1,0,1,14,OFF049,9,1229.0668
FDB08,6.055,0,0.031103357,6,Bonds,1,159.9578,1997,2,0,1,16,OFF046,8,2727.7826
